AuthorID,Author,Date,Content,Attachments,Reactions
1351409596840808468,liam,2025-07-05T22:25:53.0060000-07:00,I THOUGTT THE FETUS WAS BAD,,
1351409596840808468,liam,2025-07-05T22:26:58.1530000-07:00,Okay I’ve gooned in the same room as my cousin but I was just GOONING not to him like bro,,
1383647062528364645,adam,2025-07-05T22:27:27.1020000-07:00,ive done that but my cousin was gooning,,
1383647062528364645,adam,2025-07-05T22:27:40.3710000-07:00,did you know that fraser started gooning when he was nine,,
1248408198470307882,gabriel,2025-07-05T23:05:04.3770000-07:00,but i was awakr for 24 hours straight,,
1351409596840808468,liam,2025-06-23T15:34:24.6500000-07:00,:freaky_drolling:,,
1351409596840808468,liam,2025-06-23T15:47:58.7490000-07:00,IM NOT GOING INSANE,,
1351409596840808468,liam,2025-06-23T22:40:57.5970000-07:00,gay],,
1351409596840808468,liam,2025-06-23T22:40:59.1760000-07:00,gay,,
611331475647889445,your_local_cat_eater,2025-06-23T22:41:13.2430000-07:00,I’m very gay,,
1383647062528364645,adam,2025-06-24T07:55:01.4180000-07:00,HES GAY,,
1383647062528364645,adam,2025-06-24T07:55:32.0910000-07:00,the very gayest of them all,,
1351409596840808468,liam,2025-07-20T00:41:30.6660000-07:00,Insane multi task,,
611331475647889445,your_local_cat_eater,2025-07-06T01:13:05.7840000-07:00,I'm not freaky like u,,
1383647062528364645,adam,2025-07-06T01:13:28.8540000-07:00,CALLING YOURSELF NOT FREAKY,,
611331475647889445,your_local_cat_eater,2025-07-06T01:18:07.5570000-07:00,Freaky ahh porn rp,,
1342356955091570801,micah,2025-07-12T16:42:17.0820000-07:00,Or driving your sister insane,,
1383647062528364645,adam,2025-07-20T01:41:22.9470000-07:00,it was freaky,,
1383647062528364645,adam,2025-07-20T01:41:59.8770000-07:00,not so freaky photo,,
1383647062528364645,adam,2025-07-20T01:42:24.9020000-07:00,im insane,,
1383647062528364645,adam,2025-07-12T21:23:45.1040000-07:00,private gooning room,,
1383647062528364645,adam,2025-07-12T21:23:50.6990000-07:00,public gooning room,,
1248408198470307882,gabriel,2025-07-12T21:30:09.6840000-07:00,bro is NOT  a gay cat,,
1351409596840808468,liam,2025-07-05T22:25:35.2160000-07:00,Do you have any ideas for my paper on master gooners  GOONING method,,
1383647062528364645,adam,2025-07-05T22:29:38.3980000-07:00,im relativley new to gooning so i dont have that much wisdom,,
1351409596840808468,liam,2025-07-05T22:30:47.9490000-07:00,I’m think I do a graph like amount of time getting your self horny to GOONING time to find the optimal time to hornify you’re self,,
1383647062528364645,adam,2025-07-05T22:32:54.0410000-07:00,oh and maybe ways to get horny,,
1383647062528364645,adam,2025-07-05T22:34:42.7280000-07:00,g for gooning,,
1383647062528364645,adam,2025-07-05T22:36:35.7130000-07:00,THERE WAS GOONING,,
1383647062528364645,adam,2025-07-05T22:38:02.4720000-07:00,probably gooning,,
1383647062528364645,adam,2025-07-05T22:38:10.1490000-07:00,0.5 seconds is insane,,
1351409596840808468,liam,2025-07-05T22:51:35.5270000-07:00,Let me guess it’s that fetus photo?,,
1351409596840808468,liam,2025-07-05T22:57:59.5170000-07:00,It looks like he’s straightening out a suit,,
1351409596840808468,liam,2025-07-13T21:11:44.1780000-07:00,I hope so I’ll be like really freaky if he does,,
1351409596840808468,liam,2025-07-13T21:14:36.6300000-07:00,Also I think my parents think I’m gay because I was singing one of chappel roans song and I went fugly really zesty and they both looked at each other,,
1351409596840808468,liam,2025-07-13T22:18:30.5100000-07:00,But also wash your hands freaky,,
1383647062528364645,adam,2025-07-13T22:20:43.2660000-07:00,i think theyll be a little sus after freaky chappell roan,,
1351409596840808468,liam,2025-07-13T22:27:54.9640000-07:00,Mb I’m a little freaky rn,,
1383647062528364645,adam,2025-07-13T22:29:15.2480000-07:00,i got kinda horny early,,
1351409596840808468,liam,2025-07-13T22:30:25.4430000-07:00,Same then in Ms jones class I asked in the question box is it normal to be horny before puberty,,
1351409596840808468,liam,2025-07-13T22:34:01.8460000-07:00,That’s freaky I didn’t do tha,,
1383647062528364645,adam,2025-07-13T23:26:05.9570000-07:00,My friend need to sleep nd so do I my spellings getting worsen my brain is turning to much all I can think about is still horns and gayness and my spellings going to shit someone send help I,,
1351409596840808468,liam,2025-07-13T23:43:53.3510000-07:00,Why straight text,,
1351409596840808468,liam,2025-07-16T20:39:10.9350000-07:00,You better be horny for me,,
1351409596840808468,liam,2025-07-17T17:19:40.0590000-07:00,That’s kinda gay,,
1351409596840808468,liam,2025-07-18T17:22:46.6690000-07:00,WHAT TIME FOR FREAKY TUESDAY,,
1351409596840808468,liam,2025-07-18T20:41:31.3510000-07:00,12:30 to 8 so we can be freaky and do anything we want in that time,,
1383647062528364645,adam,2025-06-25T20:38:23.8470000-07:00,it was gonna be with freaky friday connotations,,
1248408198470307882,gabriel,2025-06-25T20:38:40.0020000-07:00,freaky FRANK,,
1351409596840808468,liam,2025-06-27T11:32:03.8560000-07:00,and sigma freaky in amoug us is also good right,,
1383647062528364645,adam,2025-06-27T11:45:59.0630000-07:00,ya you suck just like me in freaky friday,,
1351409596840808468,liam,2025-07-12T19:08:17.1040000-07:00,Freaky,,
1351409596840808468,liam,2025-03-18T10:48:10.6230000-07:00,Freaky,,
1248408198470307882,gabriel,2025-03-19T18:14:08.5110000-07:00,freaky-o-metre is goinh crazy,,
1248408198470307882,gabriel,2025-07-06T13:27:12.5080000-07:00,gay uncle,,
1248408198470307882,gabriel,2025-07-16T15:19:56.7240000-07:00,just some hawk tuah freaky 5 big boom level skibidi toilets,,
894748355828281354,julesislosthere,2025-06-24T19:38:13.7010000-07:00,ur so gay,,
894748355828281354,julesislosthere,2025-06-24T19:38:58.9850000-07:00,BYE GAY ASS,,
1351409596840808468,liam,2025-03-23T20:51:04.4650000-07:00,Not gay,,🏳️‍🌈 (1)
611331475647889445,your_local_cat_eater,2025-03-23T20:54:06.2670000-07:00,Hello kittys gay,,
1351409596840808468,liam,2025-03-23T20:55:43.1900000-07:00,Gay,,"🏳️‍🌈 (2),🇩🇪 (2),🤪 (1),🙋 (1),🪖 (1)"
1351409596840808468,liam,2025-03-23T21:00:19.3910000-07:00,IM NOT GAY FOR HIM,,"🏳️‍🌈 (1),🧢 (1)"
1351409596840808468,liam,2025-03-23T21:00:50.6260000-07:00,WOAH GAY,,
1351409596840808468,liam,2025-03-23T21:04:40.5890000-07:00,WOAH GAY,,
1351409596840808468,liam,2025-03-23T21:04:45.3350000-07:00,GAY,,
1351409596840808468,liam,2025-03-23T21:04:47.6110000-07:00,GAY,,
1351409596840808468,liam,2025-03-23T21:05:58.6830000-07:00,That’s wild bros gay,,
894748355828281354,julesislosthere,2025-03-23T21:12:48.5430000-07:00,GAY,,
1351409596840808468,liam,2025-03-23T21:16:48.0370000-07:00,Freaky,,
1351409596840808468,liam,2025-03-23T21:17:09.3780000-07:00,I’m not gay see,,
1351409596840808468,liam,2025-03-23T21:22:40.7280000-07:00,Gay,,🏳️‍🌈 (1)
1351409596840808468,liam,2025-03-23T21:22:50.7460000-07:00,Gay,,
1351409596840808468,liam,2025-03-23T21:23:41.1520000-07:00,The crash out is insane,,
611331475647889445,your_local_cat_eater,2025-03-23T21:30:06.2030000-07:00,On a scale of one to ten how straight are you for choso,,
611331475647889445,your_local_cat_eater,2025-03-23T21:32:24.1890000-07:00,Reply to this if your gay for gojo,,
1351409596840808468,liam,2025-03-23T21:56:17.0050000-07:00,im not gay,,
1351409596840808468,liam,2025-03-23T22:39:31.5620000-07:00,i guess i am gay,,
1351409596840808468,liam,2025-03-24T19:35:32.3280000-07:00,Gay Kay,,
1351409596840808468,liam,2025-03-27T20:43:20.5800000-07:00,I’m out of my gay phase,,
1351409596840808468,liam,2025-03-27T20:44:39.4750000-07:00,IM NOT GAY ANYMORE,,
611331475647889445,your_local_cat_eater,2025-03-27T20:48:17.0730000-07:00,"Gojo breathing, 6 hours straight",,
1351409596840808468,liam,2025-03-27T20:50:27.6270000-07:00,No gay,,
1351409596840808468,liam,2025-03-27T20:50:30.3720000-07:00,No gay,,
1351409596840808468,liam,2025-03-27T20:50:32.6580000-07:00,No gay,,
611331475647889445,your_local_cat_eater,2025-03-27T20:52:03.1370000-07:00,Jjk was my straight awaking,,
1351409596840808468,liam,2025-03-27T21:23:07.8420000-07:00,I can’t have anyone seeing my gay side,,
894748355828281354,julesislosthere,2025-03-27T21:23:37.2690000-07:00,guelcwgay,,
1351409596840808468,liam,2025-03-27T21:29:25.5770000-07:00,I’m no gay,,
894748355828281354,julesislosthere,2025-03-27T21:30:00.2480000-07:00,kooki is gay,,
611331475647889445,your_local_cat_eater,2025-03-27T21:30:29.4930000-07:00,Prolly gayness,,
611331475647889445,your_local_cat_eater,2025-03-29T03:57:44.3190000-07:00,My moms friend apparently doesn’t want her son to be around lez and gay couples,,
894748355828281354,julesislosthere,2025-04-01T15:22:22.5570000-07:00,gayness,,
1351409596840808468,liam,2025-04-06T23:39:10.2530000-07:00,Gay,,
1248408198470307882,gabriel,2025-06-26T20:42:11.1650000-07:00,im freakying crying sm,,
611331475647889445,your_local_cat_eater,2025-06-27T08:30:15.6900000-07:00,I’m gaysyayayyaya,,
1351945200272150570,jd9990170,2025-07-05T08:17:34.3560000-07:00,I’m f***ing straight,,
1351945200272150570,jd9990170,2025-07-05T11:10:02.5310000-07:00,I’m f***ing straighter than any of you,,
611331475647889445,your_local_cat_eater,2025-07-05T12:00:14.3540000-07:00,Erm actually we should say MAKE AMERICA GAY AGAIN,,
1383647062528364645,adam,2025-07-05T12:05:07.8300000-07:00,you gay bitch,,
1383647062528364645,adam,2025-07-05T12:05:45.8990000-07:00,bro watched gay men having sex at 9,,
611331475647889445,your_local_cat_eater,2025-07-05T12:08:14.2720000-07:00,Cuz he’s gooning to it,,
1248408198470307882,gabriel,2025-07-05T15:20:12.1460000-07:00,adam was the one who voted for straighter than all of you,,
894748355828281354,julesislosthere,2025-07-20T18:24:19.5890000-07:00,gay?,,
1351409596840808468,liam,2025-07-20T18:27:26.6290000-07:00,Gay ass shit lol,,
1351409596840808468,liam,2025-07-20T18:29:27.1770000-07:00,Gay,,
1351409596840808468,liam,2025-07-20T18:29:27.5810000-07:00,Gay,,
1351409596840808468,liam,2025-06-28T12:22:37.7940000-07:00,IM GOONING TO THIS,https://cdn.discordapp.com/attachments/1351375456766656607/1388600498097098835/IMG_1393.jpg?ex=687e937d&is=687d41fd&hm=95b1f667a9dfd5c9b50c2b04ed482255b905fcd1b6a114d008bb56f3b3a9f67d&,
611331475647889445,your_local_cat_eater,2025-06-28T21:06:13.3080000-07:00,Woah woah Gabriel knew you were freaky but,,
611331475647889445,your_local_cat_eater,2025-06-29T12:30:04.0730000-07:00,I hate straight people definitely 😔,,
611331475647889445,your_local_cat_eater,2025-06-29T13:44:13.9180000-07:00,Thanks for the compliment gaybriella,,
1383647062528364645,adam,2025-06-30T08:14:10.0960000-07:00,aryas probably gooning,,
611331475647889445,your_local_cat_eater,2025-07-03T23:50:28.1220000-07:00,Too many gays in Seattle,,
1248408198470307882,gabriel,2025-07-03T23:58:12.8800000-07:00,gay,,
1351409596840808468,liam,2025-07-04T00:20:24.5980000-07:00,THATS GAY IM REPORTING YOU TO CHARLE KIRK,,
1351409596840808468,liam,2025-07-04T00:22:19.2270000-07:00,Yep a human acting gay,,
1248408198470307882,gabriel,2025-07-04T00:22:40.7490000-07:00,Why is your name gay?,,
1383647062528364645,adam,2025-07-04T00:24:22.3570000-07:00,my gooning metabolism is ineffcient,,
1383647062528364645,adam,2025-07-05T22:20:14.1230000-07:00,once i have gooning energy,,
1351409596840808468,liam,2025-07-05T22:20:14.2580000-07:00,But we’re you GOONING or just starting,,
1351409596840808468,liam,2025-07-12T18:55:41.4600000-07:00,Your not bi your straight,,
614110037291565056,KFC Bucket boi#8900,2025-07-18T11:05:28.3440000-07:00,I HATE ALL GAY PEOPLE THE BLACKS INCLUDED,,
614110037291565056,KFC Bucket boi#8900,2025-07-20T17:42:46.6310000-07:00,I hate @please jump because she’s too gay for my liking,,
611331475647889445,your_local_cat_eater,2025-07-20T19:28:58.6610000-07:00,Lesbian x gay 😔,,
1339494425386291200,jeremiahcaesar,2025-04-27T14:38:09.9980000-07:00,I got this info straight out of my -,https://cdn.discordapp.com/attachments/1366145004212326452/1366166559437095062/image0.gif?ex=687eb341&is=687d61c1&hm=d34fb6baa08ec2e39e98d49b243173e87cca7daa00b4f3523c155b495e79514a&,
894748355828281354,julesislosthere,2025-07-01T21:59:05.6810000-07:00,gay?,,
1351409596840808468,liam,2025-07-01T21:59:11.5890000-07:00,arutehr looks straight out of the war times,,❤️ (1)
1339494425386291200,jeremiahcaesar,2025-07-01T22:07:44.0630000-07:00,She will think I'm insane,,
1351409596840808468,liam,2025-07-01T22:08:20.3090000-07:00,"She will think I'm insane
For even knowing you guys",,
1351409596840808468,liam,2025-07-01T22:08:39.5230000-07:00,"She will think I'm insane
For even knowing you guys -Jeremy, 2025",,❤️ (1)
1351409596840808468,liam,2025-07-02T22:31:56.8650000-07:00,your gay now?,,
1383647062528364645,adam,2025-07-03T19:20:09.4880000-07:00,not gay bitches,,
1351409596840808468,liam,2025-07-03T19:20:43.3300000-07:00,And your gay,,
1383647062528364645,adam,2025-07-03T19:23:25.1220000-07:00,im more freaky than you,,
1351409596840808468,liam,2025-07-03T23:07:17.2350000-07:00,I already got my gooning session done,,
1351409596840808468,liam,2025-07-03T23:10:02.8470000-07:00,Tf freaky,,
1351409596840808468,liam,2025-07-03T23:21:20.6830000-07:00,Adam stop GOONING to the picture,,
1351409596840808468,liam,2025-07-05T00:36:28.6970000-07:00,My friend need to sleep nd so do I my spellings getting worsen my brain is turning to much all I can think about is still horns and gayness and my spellings going to shit someone send help I think I need something bro an intervention like please but anyway I keep under sleeping and I’m the type of gay to need I Alton of Allen so I’m a. Little cooked and I types then without my glasses so sorry if it’s totally fucking I can’t really see what I’m typing but I can’t stop thinking about how everyone I know is either gay mentally ill L or neurodivergent or all of then like bro   Am I the only normal one like holy shit anyway thanks for reinforcing my sleep deprived no glasses yes talk bye gang,,
1351409596840808468,liam,2025-07-05T00:43:01.8860000-07:00,I jut put on my glasses holy shit the typos were insane,,
611331475647889445,your_local_cat_eater,2025-07-03T08:56:46.1350000-07:00,Why did you leave gay book club,,
1248408198470307882,gabriel,2025-07-03T08:57:07.9510000-07:00,because this is just gay book club but a real server,,
611331475647889445,your_local_cat_eater,2025-07-03T08:57:34.2420000-07:00,But gay book club is only Adam me u and Liam,,
1248408198470307882,gabriel,2025-07-04T01:15:18.5020000-07:00,gay,,
1383647062528364645,adam,2025-07-04T01:55:12.7770000-07:00,THATS INSANE,,
1248408198470307882,gabriel,2025-07-04T01:55:56.3070000-07:00,i used to just go straight down the middle but then i locked in,,
1383647062528364645,adam,2025-07-04T02:09:58.8930000-07:00,i wish there was a computer shorcut for gooning,,
611331475647889445,your_local_cat_eater,2025-07-04T17:55:55.5440000-07:00,Love both of these gays,,
611331475647889445,your_local_cat_eater,2025-07-04T18:12:09.0050000-07:00,*sigh* Gaybriella got rich and is bullying us now,,
611331475647889445,your_local_cat_eater,2025-07-04T19:43:47.1950000-07:00,BASICALLY THE YOUNGER ONE GOES TO A CLUB WHEN HES IN A MENTAL CRASH (he has an illness very rare called RN-13) AND OLDER ONE COMES TO “SAVE” HIM. ENDS UP GETTING FORCED (kinda) TO DRINK A DRINK THAT MAKES YOU HORNY,,
894748355828281354,julesislosthere,2025-07-05T12:32:34.0830000-07:00,gay,,
1383647062528364645,adam,2025-07-05T12:32:34.3850000-07:00,i prefer gooning,,
894748355828281354,julesislosthere,2025-07-08T22:27:58.3300000-07:00,!youre gay,,
1351409596840808468,liam,2025-07-02T15:21:32.6370000-07:00,That kids gay,,
611331475647889445,your_local_cat_eater,2025-07-03T19:05:30.4300000-07:00,Its giving my dad if he was gay,,
1248408198470307882,gabriel,2025-07-03T19:17:11.6320000-07:00,Phineas-chan I didn't know you were so.. fr- fr- FREAKY,,
1248408198470307882,gabriel,2025-07-04T16:34:03.8470000-07:00,ngl i think if the target audiance was like 8 years higher it wouldve made yaoi insanely famous,,
611331475647889445,your_local_cat_eater,2025-07-06T20:12:52.4910000-07:00,Anygays I have another black flag story I will share,,
1351409596840808468,liam,2025-07-02T22:39:00.1640000-07:00,no this is in #gaybriella,,
1351409596840808468,liam,2025-07-02T21:02:11.4810000-07:00,That’s kinda gay,,
1248408198470307882,gabriel,2025-07-02T21:02:31.4600000-07:00,^freaky,,
1248408198470307882,gabriel,2025-07-03T18:56:45.7480000-07:00,xes getting freaky,,
1351409596840808468,liam,2025-07-03T19:02:13.7420000-07:00,She’s so gay,,
1351409596840808468,liam,2025-07-03T19:04:41.1880000-07:00,Or being gay,,
1383647062528364645,adam,2025-06-29T17:57:15.3100000-07:00,im plenty freaky,,
1383647062528364645,adam,2025-06-29T17:59:10.9550000-07:00,correction freakyface2000,,
1383647062528364645,adam,2025-06-29T17:59:14.2850000-07:00,cause im freaky,,
1351409596840808468,liam,2025-06-30T11:52:11.2280000-07:00,That’s kinda straight,,
1351409596840808468,liam,2025-07-03T18:12:16.7040000-07:00,Dinners kinda gay,,
1274889298310725705,nqrwal,2025-07-18T16:50:37.4100000-07:00,ogay,,
1248408198470307882,gabriel,2025-03-17T15:31:22.8670000-07:00,wait why cant you just pretend youre talking to yourself and that youre insane,,
1351409596840808468,liam,2025-03-18T17:36:37.3270000-07:00,gayming.play.hosting,,
1248408198470307882,gabriel,2025-05-07T14:43:36.0010000-07:00,ok i cant find it be he says something freaky,,
1351409596840808468,liam,2025-05-05T22:27:39.2950000-07:00,"Entry #1 I’m not sure why I’m doing this in discord but idk I feel like it I think I’ll remember to do it better say in case my dumb ass forgets uh your name liam your a boy not trans or anything your probably bisexual so haha and you have a few friends Adam (nerd, cool, tall also your the shortest in a tall friend group, is a little delusional) Micah (silly, kind, S tier yapper, dating Adam [as of Monday May 5th 2025]) and Gabriel (VERY SILLY, funny, smart, INSANE fun fact keeper, defensive)",,
611331475647889445,your_local_cat_eater,2025-06-24T18:29:02.9710000-07:00,My mom sang this to me every night. This is why I need therapy. This is why I like yaoi. This is why I’m gay.,https://cdn.discordapp.com/attachments/1386842727613730906/1387243158978691103/19cfb8434fb94d4a851dc84c7ecc7970.mov?ex=687ee95e&is=687d97de&hm=d1278f13acabab6a9e7253cd8fc51406a1fd5a0f41d60b7a13b278452bbe9920&,
1351409596840808468,liam,2025-06-23T20:04:24.4950000-07:00,@freakys,,
1383647062528364645,adam,2025-06-23T11:19:43.1240000-07:00,Be freaky,,
1383647062528364645,adam,2025-06-24T06:55:07.2880000-07:00,I need to use freaky font,,
1248408198470307882,gabriel,2025-07-05T23:21:47.5210000-07:00,ON SKILLSHARE,,
1383647062528364645,adam,2025-07-05T23:27:28.4620000-07:00,diealateshun,,
1383647062528364645,adam,2025-07-05T23:38:56.9290000-07:00,SKILLSHARE,,
1383647062528364645,adam,2025-07-05T23:45:23.0470000-07:00,hello,,
1383647062528364645,adam,2025-07-05T23:48:23.5940000-07:00,i hate you,,
1383647062528364645,adam,2025-07-05T23:52:48.4580000-07:00,IM GOING TO KILL MYSELF,,
